Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear
M,300.7,331.1481481,2006,19.1,102
L,299.8,329.6666667,1911,23.5,166
L,298.4,322.2592593,1850,27.0,194
M,299.6,329.6666667,1620,30.0,70
L,302.4,330.4074074,1521,38.5,142
L,295.5,314.1111111,1456,39.2,167
L,297.6,323.7407407,1415,47.3,169
L,299.2,323.0,1509,39.4,0
M,301.8,331.5185185,1429,47.9,53
M,303.6,338.9259259,1765,27.5,115
L,302.6,334.4814815,1442,59.8,169
L,301.4,330.7777778,1571,33.9,208
L,297.3,321.5185185,1447,49.0,61
L,302.3,334.4814815,1507,37.5,55
L,300.5,330.7777778,1695,26.7,28
L,301.0,332.2592593,1492,36.7,199
M,301.3,333.0,1678,30.7,34
L,301.5,331.1481481,1565,43.9,142
L,299.9,327.4444444,1294,49.7,126
L,301.7,328.5555556,1607,37.7,93
L,297.2,322.6296296,1419,39.7,115
L,300.7,333.3703704,1878,24.3,24
L,297.9,321.5185185,1490,46.2,6
M,297.4,323.3703704,1638,32.2,84
L,300.2,327.8148148,1275,60.7,15
L,298.0,320.7777778,1622,33.3,121
L,301.7,329.6666667,1435,48.1,12
L,301.3,333.7407407,1509,42.5,213
M,302.3,335.962963,1508,42.3,159
L,300.8,331.8888889,1564,36.2,31
M,298.2,324.8518519,1614,35.5,15
L,298.8,330.037037,1553,36.8,97
L,298.7,327.8148148,1393,45.7,99
M,300.4,335.2222222,1555,38.7,5
L,298.6,326.3333333,1537,37.6,175
L,300.7,335.962963,1399,50.2,222
M,299.9,327.0740741,1412,57.9,59
M,298.0,325.2222222,1439,38.5,34
L,302.2,332.2592593,1506,34.0,49
M,297.6,327.4444444,1592,35.8,57
M,297.8,326.3333333,2243,15.7,36
M,298.1,321.1481481,1569,37.0,29
M,296.8,319.6666667,1516,36.7,135
L,298.0,324.1111111,1268,69.4,189
L,298.2,325.2222222,1780,29.3,91
L,302.8,336.7037037,1958,20.3,56
L,298.8,328.1851852,1557,37.2,139
L,303.5,337.8148148,1481,43.7,20
L,298.5,326.3333333,1471,44.7,119
L,298.6,322.2592593,1390,51.4,168
M,301.2,331.5185185,1962,22.5,28
L,300.6,335.5925926,1501,44.8,226
M,302.3,335.2222222,1685,30.8,130
L,301.0,333.3703704,1511,42.9,26
M,296.9,323.0,1450,46.9,186
L,298.5,327.8148148,1437,42.6,120
L,303.1,333.3703704,1435,40.1,219
L,298.9,329.2962963,1602,38.2,58
M,300.8,327.8148148,1751,27.9,183
L,298.5,327.0740741,1548,44.5,132
M,300.4,327.4444444,1675,35.5,164
L,301.7,333.0,1644,32.8,206
M,303.3,338.5555556,1397,47.1,137
L,303.4,335.962963,1298,63.9,59
H,297.2,323.7407407,1486,46.6,98
M,302.6,330.4074074,1544,35.1,25
M,302.0,330.4074074,1595,32.9,135
M,295.8,315.5925926,1335,51.7,69
H,297.6,323.7407407,1463,46.7,85
L,299.7,332.6296296,1983,21.0,201
M,300.6,334.1111111,1468,40.4,55
M,303.4,335.5925926,1391,42.7,197
M,302.6,330.7777778,1524,33.7,204
L,304.0,339.2962963,1542,42.7,198
L,295.6,314.8518519,1287,54.8,49
L,298.4,329.2962963,1533,35.2,92
H,302.8,338.1851852,1422,46.1,4
L,298.2,326.7037037,1398,52.9,79
L,300.3,333.0,1676,28.6,158
L,298.1,328.9259259,1553,40.9,49
M,299.3,323.0,1542,37.5,203
L,298.0,324.4814815,1496,44.9,179
L,301.5,330.7777778,1396,44.5,117
L,299.8,330.7777778,1496,38.8,215
L,298.3,329.2962963,1523,45.9,99
L,298.2,324.4814815,1442,47.0,18
M,301.4,333.3703704,1476,36.5,25
M,297.2,322.6296296,1431,43.7,46
H,296.8,321.8888889,1492,43.7,222
M,303.5,338.1851852,1353,51.0,172
H,298.2,325.2222222,1524,39.1,100
M,299.5,332.6296296,1451,43.3,136
L,300.8,331.8888889,1486,45.7,146
L,297.9,325.2222222,1502,40.2,30
H,298.1,328.5555556,1686,29.1,60
L,299.2,325.5925926,1605,34.3,107
M,301.8,330.037037,1465,46.5,60
M,297.4,324.4814815,1573,33.9,123
L,299.6,326.3333333,1558,34.8,115
M,300.7,327.0740741,1439,43.8,41
L,300.7,337.4444444,1420,53.8,67
H,300.5,334.8518519,1476,41.7,97
L,303.9,340.4074074,1310,62.9,130
L,303.5,339.6666667,1504,44.8,111
L,303.5,339.6666667,1501,44.0,128
H,299.8,329.6666667,1573,33.3,168
L,301.2,332.6296296,1573,32.8,57
M,296.4,319.6666667,1684,31.4,72
M,298.2,324.8518519,1326,54.4,75
L,297.7,324.1111111,1474,46.8,188
L,299.8,325.5925926,1612,35.4,205
H,301.1,328.9259259,1470,40.1,23
M,298.5,327.0740741,1483,44.8,92
M,300.1,330.4074074,1480,37.1,77
L,297.3,323.3703704,1497,47.5,27
L,303.6,335.5925926,1736,32.9,99
M,298.9,328.1851852,1947,21.7,105
M,297.5,323.3703704,1612,30.0,163
L,302.3,334.4814815,1565,35.6,41
L,298.1,321.8888889,1616,32.8,65
L,299.7,325.962963,1620,30.0,168
M,298.3,325.2222222,1505,41.3,93
L,301.3,329.2962963,1531,41.6,9
L,300.1,334.8518519,1530,36.6,74
L,298.3,323.0,1593,37.0,174
H,303.9,340.037037,1517,36.0,142
L,300.2,330.037037,1514,38.7,48
L,299.3,323.3703704,1772,26.1,52
M,299.5,331.5185185,1488,39.5,95
L,300.7,333.7407407,1522,35.2,48
L,301.5,333.0,1459,45.1,97
H,300.8,330.7777778,1582,31.1,193
L,298.9,327.4444444,1589,34.2,197
L,300.4,329.6666667,1529,36.2,10
L,298.5,327.0740741,1370,52.4,113
M,298.0,325.5925926,1574,34.8,40
L,298.0,325.962963,1731,28.7,38
M,298.5,327.4444444,1441,48.2,107
M,299.8,327.8148148,1320,61.7,134
L,298.0,324.1111111,1771,26.2,206
M,297.4,323.7407407,1469,42.6,80
L,298.6,322.6296296,1422,40.4,179
L,301.0,330.7777778,1429,39.4,98
M,300.8,330.037037,1868,24.5,95
L,301.2,330.037037,1548,38.6,59
M,302.2,334.1111111,1626,31.6,62
L,296.9,320.037037,1435,45.0,119
H,298.3,325.962963,1486,42.4,16
L,298.8,327.8148148,1740,28.5,152
H,298.9,327.8148148,1407,48.6,161
H,297.7,318.1851852,1855,22.5,7
M,297.8,328.1851852,1798,25.5,203
M,298.2,321.5185185,1969,21.7,32
M,299.3,323.0,1468,42.2,83
H,301.3,332.6296296,1580,36.6,184
M,298.9,323.7407407,1524,40.4,131
L,300.3,329.6666667,1369,48.8,36
L,299.8,326.3333333,1299,65.1,212
M,300.5,333.3703704,1551,36.6,205
L,303.0,337.4444444,1486,42.4,112
M,300.9,335.5925926,1843,24.5,25
M,304.0,341.1481481,1844,27.1,88
L,300.7,336.3333333,1401,51.1,50
L,303.0,333.3703704,1735,26.1,194
L,300.6,334.4814815,1459,47.0,63
M,299.5,326.3333333,1506,41.5,77
L,301.8,331.1481481,2672,11.8,124
L,300.5,336.3333333,1478,39.0,153
M,301.3,332.6296296,1402,47.5,197
M,297.5,323.3703704,1401,50.5,6
L,301.5,333.3703704,1700,28.8,39
M,300.7,333.0,1373,49.9,96
M,301.5,331.5185185,1460,38.6,14
L,298.8,327.8148148,1751,29.6,160
L,297.8,324.1111111,1404,44.2,62
M,300.0,327.8148148,1652,28.6,112
M,300.4,328.9259259,1560,42.3,186
H,297.5,323.3703704,1557,39.1,47
L,300.5,329.6666667,1764,25.9,27
L,303.4,334.4814815,1424,50.8,128
L,298.9,329.2962963,1580,37.3,100
L,302.4,329.2962963,1429,43.7,104
L,298.3,323.0,1484,43.4,172
M,302.4,335.5925926,1358,50.6,133
L,302.4,334.4814815,1590,39.9,58
M,303.1,333.0,1594,35.5,13
H,297.4,321.1481481,1390,52.0,131
H,297.4,325.2222222,1468,41.4,156
M,300.0,327.4444444,1618,36.2,53
L,302.4,335.962963,1671,29.9,204
L,303.9,340.037037,1626,31.4,209
L,302.6,330.4074074,1514,42.7,75
H,300.4,333.3703704,1489,45.3,180
M,302.6,337.0740741,1353,56.5,168
H,298.7,323.0,1432,42.8,197
M,296.7,320.7777778,1258,69.0,105
H,299.0,324.4814815,1382,58.5,199
L,299.7,327.4444444,1359,50.7,161
M,299.6,329.2962963,1455,46.1,76
M,302.4,333.0,1887,22.4,197
M,299.2,330.4074074,1325,52.0,34
M,299.1,331.1481481,1449,43.2,80
L,302.9,337.0740741,1729,23.6,96
L,303.5,336.7037037,1674,30.8,0
L,298.9,329.6666667,1362,53.0,185
L,300.3,325.962963,1650,35.2,196
L,302.8,337.0740741,1509,36.5,52
L,299.2,323.3703704,1438,46.6,63
L,296.2,318.9259259,1881,24.3,40
L,298.5,326.3333333,1623,33.1,109
M,303.8,337.8148148,1597,33.4,203
L,300.1,325.5925926,1400,46.7,77
L,297.5,322.2592593,1647,31.3,3
L,295.5,314.1111111,1597,37.2,16
L,299.5,324.4814815,1965,20.4,164
M,298.8,327.8148148,1589,35.3,149
L,297.9,323.0,1646,40.6,175
L,299.2,323.3703704,1821,26.1,69
L,302.8,332.2592593,1636,35.0,38
M,300.7,331.8888889,1469,46.4,75
H,302.7,336.3333333,1484,41.5,65
L,298.9,329.2962963,1361,51.7,192
L,304.0,340.7777778,1632,30.6,121
L,303.5,338.1851852,1457,46.4,168
H,300.3,327.8148148,1582,30.8,144
L,298.9,323.7407407,1771,24.1,213
L,297.2,323.0,1460,42.1,41
H,299.7,325.962963,1302,55.5,87
L,301.3,332.2592593,1596,33.9,157
L,298.4,324.8518519,1706,29.5,107
M,301.5,333.0,1402,40.0,94
L,297.9,325.2222222,1382,43.9,116
M,297.2,323.3703704,1353,46.5,185
L,302.5,336.3333333,1411,44.2,177
H,298.2,324.4814815,1436,51.9,153
L,298.9,327.0740741,1645,31.1,169
M,303.2,333.3703704,1688,31.9,33
L,300.5,335.962963,1431,49.4,37
L,297.9,320.7777778,1397,45.0,104
L,301.7,328.5555556,1317,49.0,187
L,299.1,330.7777778,1419,48.8,76
M,298.1,321.5185185,1924,20.8,29
L,302.7,331.5185185,1398,57.7,19
L,303.7,340.4074074,1721,34.8,50
L,298.2,320.4074074,1503,38.3,87
L,301.0,333.3703704,1363,46.3,62
L,299.4,326.3333333,1544,36.0,197
L,302.5,334.4814815,1802,26.4,192
H,300.3,328.5555556,1677,30.1,130
L,301.3,330.7777778,1337,52.7,106
L,300.7,328.9259259,1672,29.7,176
L,297.8,319.6666667,1448,51.2,107
M,299.0,328.9259259,1667,30.0,53
M,298.7,328.5555556,1434,53.0,144
L,299.9,327.0740741,1349,51.3,176
L,301.7,331.1481481,1406,46.0,112
L,301.5,330.4074074,1488,41.1,151
L,302.6,336.3333333,1447,45.5,173
L,299.0,328.5555556,1411,44.7,94
L,303.4,337.0740741,1337,69.4,52
L,298.3,323.7407407,1499,38.3,142
M,297.9,320.7777778,1450,43.5,106
M,297.4,323.3703704,1566,31.4,76
H,299.2,324.8518519,1712,26.4,95
L,297.4,323.3703704,1475,47.2,69
L,298.8,322.2592593,1443,53.4,21
L,301.6,331.8888889,1564,34.1,150
L,301.2,330.037037,1497,45.7,76
L,300.9,333.0,1417,40.7,24
L,300.7,331.8888889,1597,30.5,38
M,302.2,329.2962963,1572,34.6,17
L,300.5,330.037037,1683,31.5,8
L,298.2,324.1111111,1447,48.4,51
M,302.3,334.1111111,1500,40.2,30
M,297.9,328.1851852,1693,29.9,35
L,303.3,334.1111111,1732,25.6,232
L,301.8,330.037037,1482,41.4,63
L,298.8,328.9259259,1528,36.7,147
L,297.3,322.6296296,1484,43.9,13
M,302.9,338.5555556,1394,46.4,82
L,298.3,325.5925926,1386,45.3,212
L,298.9,328.9259259,1794,27.2,114
M,297.9,319.6666667,1647,30.8,212
L,299.5,324.1111111,1446,45.7,173
M,301.7,331.8888889,1954,21.6,198
L,296.9,322.6296296,1513,38.8,189
L,300.6,332.2592593,1471,37.9,86
L,301.0,329.2962963,1558,32.6,0
L,298.2,321.1481481,1429,49.4,141
L,303.7,339.2962963,1523,40.7,59
L,303.9,341.1481481,1394,51.6,121
L,299.3,325.2222222,1516,38.7,64
L,302.9,337.8148148,1446,41.7,196
L,297.1,321.1481481,1496,44.7,88
L,297.5,326.3333333,1564,37.5,20
L,299.3,323.7407407,1474,49.6,191
L,299.0,323.7407407,1466,46.4,112
M,301.2,333.0,1574,34.3,4
M,298.1,321.1481481,1759,28.6,176
L,301.8,327.8148148,1442,45.3,233
M,301.4,331.8888889,1738,30.3,104
M,299.1,323.7407407,1499,45.1,185
L,298.9,323.7407407,1560,32.2,118
L,303.5,334.8518519,1361,46.5,62
L,299.8,333.0,1412,42.5,181
L,301.5,330.7777778,1380,48.7,160
M,301.1,333.3703704,1384,49.4,48
M,303.7,339.2962963,1558,37.7,206
M,298.5,326.3333333,1512,38.1,170
L,299.1,323.3703704,1455,39.8,145
M,298.3,324.8518519,1390,49.7,23
L,299.6,329.6666667,1469,47.0,15
L,300.3,334.4814815,1634,31.9,36
M,298.1,324.4814815,1628,37.6,12
L,302.4,334.4814815,1785,24.8,45
M,298.0,325.962963,1558,41.7,35
M,303.9,340.037037,1901,22.5,110
L,301.3,329.2962963,1558,36.3,184
M,300.5,328.9259259,1415,43.5,98
M,299.8,327.0740741,1453,43.2,153
L,297.5,321.8888889,1631,30.6,146
M,297.4,321.8888889,1734,27.7,70
L,298.1,321.8888889,1791,27.3,63
M,297.4,323.3703704,1600,42.1,190
L,300.4,333.3703704,1351,62.0,18
L,298.4,327.0740741,1545,36.6,117
L,298.7,328.5555556,1541,38.5,208
M,299.9,326.7037037,1889,26.0,6
L,303.7,339.2962963,1364,46.3,44
L,298.4,328.9259259,1559,44.2,23
L,302.4,330.037037,1374,51.2,163
L,300.0,326.3333333,1887,22.6,120
L,297.5,323.7407407,1596,37.1,30
L,301.5,330.7777778,1702,28.7,135
L,300.6,335.2222222,1553,39.8,0
L,298.4,327.4444444,1479,37.8,144
L,301.4,330.4074074,1737,31.9,96
L,299.9,330.4074074,1497,47.0,150
L,299.0,326.7037037,1798,25.5,89
M,299.8,328.9259259,1397,48.1,164
M,299.4,324.1111111,1487,52.6,205
L,300.2,334.1111111,1463,37.5,145
L,298.1,320.7777778,1565,35.3,119
M,303.8,340.037037,1514,45.0,113
L,301.4,332.6296296,1334,53.3,157
L,299.1,330.4074074,1519,45.3,92
L,301.4,331.5185185,1509,38.3,95
L,303.0,333.3703704,1601,32.9,69
M,301.5,330.4074074,1378,55.3,109
L,302.6,330.037037,1647,34.2,14
M,299.3,325.962963,1334,46.3,31
H,301.1,331.8888889,1792,25.8,121
M,303.7,336.3333333,2663,11.4,71
H,300.9,333.7407407,1668,28.9,183
H,303.7,338.5555556,1514,35.5,138
L,301.6,331.1481481,1321,60.8,73
L,297.4,325.2222222,1583,32.0,166
M,300.2,334.8518519,1513,40.8,157
M,298.6,322.6296296,1717,28.7,29
M,302.0,331.8888889,1783,23.1,190
L,302.3,332.6296296,1412,47.0,164
L,300.1,333.7407407,1535,42.3,92
M,298.3,320.7777778,1330,55.4,114
M,296.8,321.1481481,1418,47.9,127
L,298.0,320.7777778,1839,22.7,79
L,302.3,335.5925926,1435,44.8,98
M,301.3,328.9259259,1696,32.4,202
H,298.0,321.5185185,1479,50.7,70
L,300.1,327.0740741,1660,32.7,57
L,296.8,321.5185185,1561,38.3,9
L,299.2,323.3703704,1381,60.6,59
L,300.3,325.5925926,1368,46.0,171
H,302.2,335.2222222,1413,46.5,147
L,298.7,328.1851852,1695,29.0,145
L,300.2,333.7407407,1487,36.9,71
M,301.3,328.5555556,1565,36.0,213
M,297.9,323.3703704,1449,40.8,157
L,302.2,331.5185185,1769,24.9,91
M,300.9,336.7037037,1851,23.0,156
L,297.8,325.2222222,1456,41.2,0
L,300.1,327.8148148,2151,17.5,173
H,298.8,329.6666667,1707,27.6,56
H,297.4,322.6296296,1771,27.4,100
M,301.8,330.037037,1666,32.7,19
L,297.9,318.9259259,1502,36.7,12
M,298.1,321.5185185,1543,41.9,73
M,300.4,328.1851852,1725,30.4,195
L,300.7,335.962963,1419,47.7,179
L,303.7,337.8148148,1718,26.5,130
L,302.1,333.7407407,1477,43.6,196
H,297.5,321.8888889,1548,38.2,117
H,302.0,330.7777778,1812,24.4,138
M,301.1,330.7777778,1603,32.6,121
H,300.6,334.4814815,1282,60.2,24
M,300.4,335.5925926,1362,47.6,188
L,297.9,320.037037,1481,38.0,40
M,302.3,335.5925926,1879,23.0,124
L,297.7,324.8518519,1662,28.1,19
M,298.0,319.6666667,1524,36.3,98
L,297.2,323.7407407,1489,40.2,214
L,302.3,331.8888889,1723,26.3,213
M,299.4,324.8518519,1457,41.5,201
M,300.3,325.962963,1490,47.9,163
L,296.8,321.1481481,1489,33.4,123
L,300.6,335.2222222,1744,26.9,111
H,298.2,320.037037,1318,55.7,0
L,298.6,328.9259259,1517,41.2,64
L,297.4,323.3703704,1486,48.6,75
L,303.8,340.4074074,1256,58.7,213
L,299.4,331.8888889,1424,47.7,109
L,300.0,333.7407407,1493,41.4,28
L,301.7,329.6666667,1471,51.1,8
H,299.7,325.962963,1355,44.8,127
M,299.3,324.1111111,1289,51.5,185
L,301.6,331.8888889,1392,42.4,3
L,301.5,331.5185185,1323,49.7,79
M,298.0,323.7407407,1254,55.8,65
L,297.1,322.2592593,1402,51.2,186
L,302.3,332.2592593,1720,28.1,178
L,299.5,326.3333333,1941,22.5,18
L,297.1,320.7777778,1406,60.4,133
L,296.8,321.1481481,1420,45.4,70
M,302.7,335.2222222,1759,29.9,5
L,297.5,326.3333333,1470,38.8,197
L,298.2,324.8518519,1737,25.5,26
L,297.2,323.3703704,1446,43.7,171
L,295.8,316.3333333,1508,46.5,99
L,303.3,334.4814815,1412,55.6,67
L,298.3,325.5925926,1537,43.0,123
M,300.8,336.3333333,1274,67.3,159
M,298.1,323.3703704,1463,45.9,3
L,303.6,338.1851852,1286,62.4,101
L,301.7,332.6296296,1527,42.2,144
H,299.8,329.6666667,1411,49.7,161
L,302.5,336.3333333,1673,29.9,42
L,303.7,337.4444444,1349,51.0,105
M,299.0,328.9259259,2049,19.5,111
L,298.3,327.0740741,1542,36.7,134
M,299.7,325.962963,1685,28.9,179
L,296.8,320.7777778,1565,39.5,124
H,298.1,321.5185185,1570,35.3,159
L,300.4,330.4074074,1286,56.8,46
L,298.2,321.1481481,1399,54.9,139
L,299.7,329.6666667,1458,43.4,28
L,300.7,328.1851852,1330,54.4,171
M,302.0,331.1481481,1479,40.5,24
H,302.2,333.7407407,1749,29.2,5
H,299.7,326.3333333,1494,37.8,214
L,303.6,340.037037,1575,38.3,54
H,298.6,327.4444444,1449,42.5,16
L,303.3,335.5925926,1842,24.5,67
M,297.7,324.8518519,1573,35.1,9
L,302.4,330.037037,1479,36.2,115
M,298.6,327.0740741,1580,33.9,70
L,299.6,325.5925926,1641,35.8,81
L,298.5,326.3333333,1630,33.3,116
L,298.2,322.6296296,2057,18.0,168
M,302.5,335.5925926,2023,19.1,74
M,301.1,331.1481481,1429,52.7,35
L,303.4,335.962963,1491,38.2,26
L,301.8,329.2962963,1738,28.0,58
H,301.1,333.7407407,2207,16.6,43
L,295.5,313.7407407,1542,36.2,12
H,298.2,320.037037,1460,48.6,204
L,302.4,333.0,1634,34.2,184
M,303.7,339.6666667,1444,52.7,46
L,298.2,325.2222222,1610,31.7,155
M,298.1,325.2222222,1533,36.1,189
M,300.4,333.3703704,1831,23.4,133
M,298.2,324.4814815,1456,41.2,150
L,301.9,331.8888889,1519,39.0,90
L,299.9,327.0740741,2008,20.4,165
L,302.1,333.3703704,1454,59.2,153
L,297.4,322.2592593,1297,52.1,211
M,300.2,327.4444444,1556,35.8,36
H,300.7,335.2222222,1864,23.6,47
L,296.3,318.1851852,1560,33.2,186
L,300.6,330.037037,1414,50.6,25
H,297.7,324.4814815,1469,43.7,96
L,295.6,314.4814815,1474,41.2,156
H,298.3,325.5925926,1646,30.2,125
M,298.1,324.4814815,1394,47.9,70
M,298.1,321.8888889,1452,40.8,56
L,303.9,339.2962963,1419,47.9,196
M,301.4,331.1481481,1464,48.6,96
L,301.7,330.7777778,1523,34.7,181
M,302.4,329.6666667,1392,55.8,143
M,301.2,331.8888889,1396,47.4,5
M,295.6,314.8518519,1584,33.6,81
H,297.7,320.037037,1538,38.3,63
L,301.2,331.5185185,1551,41.2,82
L,301.7,331.1481481,1545,42.1,68
L,298.9,323.3703704,1387,57.3,154
H,297.1,321.1481481,1365,54.0,174
L,303.3,335.5925926,1692,30.6,18
L,301.1,328.1851852,1493,38.9,149
L,301.7,329.6666667,1331,61.2,47
H,300.9,332.2592593,1474,35.7,175
L,300.1,333.0,1619,33.4,186
L,298.9,330.7777778,1717,26.9,17
M,298.3,320.4074074,1520,41.4,10
L,296.8,321.1481481,1718,25.2,148
L,302.4,329.6666667,1331,45.5,53
M,298.9,325.962963,1581,36.7,101
M,301.4,332.2592593,1489,38.9,179
H,300.1,325.5925926,1560,35.4,14
L,300.2,328.1851852,1481,41.9,106
L,299.1,323.3703704,1371,55.5,159
L,298.5,326.7037037,1560,37.9,37
L,298.2,326.7037037,1447,47.1,185
M,295.7,315.5925926,1387,40.1,81
L,300.2,328.1851852,1401,49.3,163
L,298.6,328.5555556,1564,37.1,30
L,297.1,321.8888889,1584,36.8,215
L,303.6,340.4074074,1405,38.3,58
M,302.8,337.0740741,1469,36.9,143
L,298.6,328.1851852,1332,46.4,76
H,297.9,320.037037,1418,43.0,207
M,297.3,321.8888889,1731,27.7,42
L,301.5,330.7777778,1589,36.7,118
L,299.2,324.1111111,1492,37.8,91
M,301.9,331.1481481,1260,65.9,29
L,301.6,331.5185185,1679,29.5,10
H,298.7,325.962963,1449,42.3,182
L,300.4,334.8518519,1517,39.0,45
L,300.5,334.8518519,1525,37.6,191
M,303.0,333.0,1428,39.8,181
L,298.6,327.0740741,1450,44.2,63
L,301.2,330.037037,1451,39.7,123
L,297.4,325.962963,1274,54.3,121
L,298.1,320.037037,1460,46.5,143
L,301.9,328.5555556,1374,48.5,180
H,302.2,334.4814815,1482,42.6,16
L,300.5,334.1111111,1445,41.5,66
L,300.6,331.8888889,1375,53.2,179
L,300.6,335.2222222,1507,45.5,74
L,298.0,324.1111111,1619,40.1,45
M,298.9,329.6666667,1331,49.0,121
L,298.4,327.8148148,1518,39.8,165
M,301.2,331.5185185,1426,46.1,67
L,301.1,335.2222222,1816,24.5,7
L,300.4,328.9259259,1423,44.2,189
L,297.6,323.0,1407,55.2,86
L,301.3,331.1481481,1426,40.7,54
L,298.9,330.7777778,1640,29.2,195
L,299.4,326.7037037,1701,31.2,199
L,301.3,329.2962963,1269,56.8,195
L,299.8,333.0,2144,17.7,190
L,304.5,342.6296296,1670,32.9,7
H,299.0,328.9259259,1387,45.2,110
M,297.4,323.7407407,1901,22.1,81
L,300.0,327.8148148,1542,47.1,25
M,300.7,330.037037,1471,40.2,59
L,302.0,331.1481481,1583,38.9,94
L,303.1,333.3703704,1626,32.3,21
M,300.9,330.037037,1416,50.9,152
M,295.7,314.8518519,1739,25.9,94
M,297.5,323.0,1505,37.2,215
L,300.8,334.8518519,1516,35.6,14
H,298.3,325.5925926,1484,37.0,28
M,301.2,334.4814815,1498,49.5,3
L,300.7,336.7037037,1512,36.9,153
M,302.2,331.8888889,1562,38.1,78
H,301.6,331.5185185,1414,51.7,197
L,301.1,333.0,1508,41.5,184
L,297.3,323.3703704,1398,60.4,12
M,297.3,324.1111111,1577,35.6,133
L,298.9,324.1111111,1356,50.7,185
L,300.7,329.2962963,1598,32.8,79
L,297.2,324.1111111,1669,30.7,72
M,301.0,334.4814815,1550,34.9,162
L,299.8,327.0740741,1545,32.2,18
L,300.2,334.1111111,1433,37.9,36
L,298.6,327.0740741,1687,29.3,47
L,302.3,334.8518519,1544,34.3,0
M,301.0,332.2592593,1575,34.6,150
L,297.6,322.6296296,1424,53.9,132
H,302.2,335.962963,1597,35.8,160
L,302.7,330.7777778,1263,67.8,197
L,299.7,327.4444444,1512,36.2,172
M,300.6,332.6296296,1401,54.6,94
L,300.1,333.7407407,1676,30.3,151
M,296.7,320.7777778,1537,36.3,233
L,302.5,330.7777778,1463,43.0,189
M,301.9,330.4074074,1373,48.0,73
L,297.5,323.3703704,1530,38.5,93
M,297.9,321.1481481,1540,39.8,38
L,296.8,320.037037,1368,52.0,140
L,297.2,322.6296296,1569,31.2,63
M,297.6,322.2592593,1995,20.5,10
M,297.5,323.7407407,1349,51.5,21
M,298.0,320.037037,1301,58.5,155
L,300.2,328.1851852,1506,41.8,161
H,297.8,326.7037037,1445,48.2,10
L,301.7,329.2962963,1402,50.1,3
M,298.9,329.6666667,2099,20.0,98
M,298.3,326.7037037,1509,34.2,141
M,300.3,334.1111111,1554,34.3,99
M,297.6,322.6296296,1567,34.6,71
M,299.7,325.2222222,1645,31.9,155
L,301.7,329.2962963,1384,50.5,38
H,299.4,324.8518519,1762,29.3,91
L,303.5,334.8518519,1577,38.1,112
L,298.0,321.5185185,1615,29.5,15
L,300.2,334.8518519,1606,31.0,199
L,302.8,337.4444444,1386,57.8,172
L,298.2,324.1111111,1428,54.9,45
L,302.6,336.7037037,1473,37.3,184
M,300.0,334.1111111,1466,39.0,125
L,299.9,333.7407407,1371,52.3,167
L,300.5,334.4814815,1661,35.9,110
M,300.9,331.5185185,1485,41.0,181
M,303.0,333.3703704,1460,43.9,103
M,298.7,327.0740741,1487,33.6,183
M,304.3,342.2592593,1585,32.1,202
M,300.7,327.4444444,1568,35.2,82
M,300.5,328.5555556,1466,53.2,172
L,296.7,321.1481481,1420,50.1,138
M,298.1,324.8518519,1459,50.3,115
H,298.3,327.0740741,1521,37.1,84
M,297.9,325.2222222,1530,40.9,42
M,298.7,328.9259259,1519,38.1,198
H,297.5,324.8518519,1419,50.7,7
L,297.6,325.2222222,1822,25.4,202
M,300.3,328.1851852,1617,40.8,158
M,297.9,320.037037,1202,67.0,129
M,298.4,325.962963,1491,51.2,13
M,298.9,323.7407407,1425,49.6,35
M,295.5,314.4814815,1822,24.3,164
L,298.6,327.8148148,1703,26.1,5
L,302.4,335.962963,1578,29.9,44
L,298.3,325.2222222,1519,36.9,41
L,302.1,333.3703704,1369,50.8,164
L,302.5,335.962963,1553,40.1,187
L,298.0,324.1111111,1626,36.7,210
L,300.7,327.0740741,1578,35.4,34
L,298.6,328.1851852,1469,42.8,205
L,301.0,332.6296296,1399,58.0,190
L,300.2,332.6296296,1255,71.8,149
L,300.6,333.0,1471,40.7,26
L,296.2,318.1851852,1441,41.7,3
L,299.1,324.4814815,1502,46.7,197
L,300.4,333.3703704,1471,46.5,164
H,298.5,323.0,1612,36.1,174
L,300.4,335.962963,1868,21.3,92
L,298.3,320.7777778,1906,22.1,104
L,299.4,331.8888889,1391,48.9,139
M,298.1,322.2592593,1654,35.3,155
L,297.3,323.3703704,1504,42.0,142
L,302.0,329.2962963,1361,45.4,174
M,297.6,324.4814815,1453,39.7,69
M,297.9,325.2222222,1525,38.5,113
L,296.7,320.7777778,1453,46.0,33
M,297.5,323.7407407,1327,52.1,24
L,297.7,319.2962963,1764,29.0,139
H,300.5,331.5185185,1654,28.6,161
M,303.4,335.962963,1419,50.9,39
L,303.9,340.7777778,1590,31.9,5
L,301.7,333.3703704,1482,43.6,154
L,301.1,332.2592593,1282,67.9,10
L,298.9,330.4074074,1546,37.7,159
L,297.9,319.2962963,1606,35.5,14
H,297.0,321.8888889,1410,47.6,79
M,302.4,331.5185185,1521,40.4,152
L,298.2,323.0,1478,42.9,183
L,298.2,322.6296296,1304,49.8,45
M,300.5,328.5555556,1483,49.3,124
M,298.8,323.7407407,1707,28.1,103
M,300.5,336.3333333,1779,27.7,46
M,303.4,337.0740741,1561,38.2,45
